ต้นทาง,ปลายทาง,วันที่,ช่วงเวลา,เทศกาล,ระยะเวลาเดินทาง (นาที)
ตลาดนัดจตุจักร,ศูนย์ราชการแจ้งวัฒนะ,2017-08-27,11:00-13:00,เปิดเทอม,37.0
สนามบินสุวรรณภูมิ,เซ็นทรัลเวิลด์,1999-06-21,06:00-09:00,วันธรรมดา,47.0
สถานีขนส่งเอกมัย,เซ็นทรัลเวิลด์,2014-07-25,06:00-09:00,เปิดเทอม,82.0
สถานีหัวลำโพง,เซ็นทรัลเวิลด์,2011-11-12,17:00-20:00,เปิดเทอม,48.0
ศูนย์ราชการแจ้งวัฒนะ,สนามบินสุวรรณภูมิ,2019-02-01,06:00-09:00,สงกรานต์,96.0
สยามพารากอน,สถานีขนส่งเอกมัย,2021-10-06,17:00-20:00,สงกรานต์,112.0
สถานีหัวลำโพง,สนามบินสุวรรณภูมิ,2001-02-13,17:00-20:00,วันธรรมดา,39.0
สยามพารากอน,สถานีขนส่งหมอชิต,2009-07-11,06:00-09:00,วันธรรมดา,47.0
สถานีขนส่งหมอชิต,อนุสาวรีย์ชัยสมรภูมิ,2024-11-01,06:00-09:00,ลอยกระทง,25.0
สนามบินดอนเมือง,สถานีหัวลำโพง,2007-12-06,17:00-20:00,สงกรานต์,132.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2001-08-26,17:00-20:00,ปิดเทอม,10.0
ศูนย์ราชการแจ้งวัฒนะ,สนามบินดอนเมือง,2001-08-15,11:00-13:00,ปิดเทอม,29.0
สถานีขนส่งหมอชิต,ตลาดนัดจตุจักร,2019-01-09,11:00-13:00,ลอยกระทง,69.0
สนามบินสุวรรณภูมิ,เซ็นทรัลเวิลด์,2006-02-03,17:00-20:00,ปิดเทอม,58.0
อนุสาวรีย์ชัยสมรภูมิ,สยามพารากอน,2019-09-09,11:00-13:00,ลอยกระทง,68.0
สถานีขนส่งเอกมัย,เซ็นทรัลเวิลด์,2022-08-17,17:00-20:00,สงกรานต์,79.0
ตลาดนัดจตุจักร,สยามพารากอน,2002-09-10,11:00-13:00,ปิดเทอม,47.0
สนามบินสุวรรณภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2005-12-02,17:00-20:00,เปิดเทอม,18.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,2006-08-23,17:00-20:00,ลอยกระทง,38.0
สยามพารากอน,อนุสาวรีย์ชัยสมรภูมิ,2004-09-15,17:00-20:00,ปีใหม่,122.0
สนามบินดอนเมือง,สถานีขนส่งหมอชิต,2019-02-14,06:00-09:00,ลอยกระทง,36.0
สถานีหัวลำโพง,สนามบินสุวรรณภูมิ,2005-06-20,06:00-09:00,วันหยุดนักขัตฤกษ์,65.0
สยามพารากอน,ศูนย์ราชการแจ้งวัฒนะ,2009-03-06,17:00-20:00,เปิดเทอม,44.0
สยามพารากอน,สนามบินดอนเมือง,2005-11-15,11:00-13:00,ปิดเทอม,56.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2002-09-11,17:00-20:00,ปีใหม่,128.0
เซ็นทรัลเวิลด์,ตลาดนัดจตุจักร,2023-07-01,06:00-09:00,วันหยุดนักขัตฤกษ์,44.0
สถานีขนส่งหมอชิต,เซ็นทรัลเวิลด์,1999-10-09,06:00-09:00,ลอยกระทง,41.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งหมอชิต,2006-11-05,06:00-09:00,วันธรรมดา,30.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2007-10-18,17:00-20:00,วันธรรมดา,70.0
สยามพารากอน,อนุสาวรีย์ชัยสมรภูมิ,2003-02-09,17:00-20:00,ลอยกระทง,43.0
สนามบินสุวรรณภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2003-01-15,06:00-09:00,วันหยุดนักขัตฤกษ์,30.0
สถานีขนส่งเอกมัย,อนุสาวรีย์ชัยสมรภูมิ,2017-11-27,17:00-20:00,วันหยุดนักขัตฤกษ์,38.0
สถานีหัวลำโพง,สถานีขนส่งหมอชิต,2001-09-08,11:00-13:00,ปีใหม่,95.0
สถานีขนส่งเอกมัย,สนามบินดอนเมือง,2004-04-04,06:00-09:00,ปีใหม่,111.0
สยามพารากอน,สถานีขนส่งหมอชิต,2004-07-17,17:00-20:00,ลอยกระทง,29.0
สถานีขนส่งเอกมัย,ศูนย์ราชการแจ้งวัฒนะ,2022-04-07,11:00-13:00,ลอยกระทง,65.0
สนามบินดอนเมือง,ศูนย์ราชการแจ้งวัฒนะ,2007-06-24,11:00-13:00,เปิดเทอม,38.0
สถานีขนส่งหมอชิต,สถานีขนส่งเอกมัย,2000-01-11,11:00-13:00,ลอยกระทง,63.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินดอนเมือง,2002-08-26,17:00-20:00,ปิดเทอม,22.0
เซ็นทรัลเวิลด์,สนามบินดอนเมือง,2018-12-12,17:00-20:00,สงกรานต์,112.0
ศูนย์ราชการแจ้งวัฒนะ,สนามบินดอนเมือง,2012-06-23,06:00-09:00,ปิดเทอม,52.0
สยามพารากอน,สถานีขนส่งเอกมัย,2022-03-24,11:00-13:00,วันธรรมดา,48.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งเอกมัย,2009-10-13,17:00-20:00,วันธรรมดา,25.0
สถานีหัวลำโพง,สยามพารากอน,2008-07-26,11:00-13:00,ปีใหม่,99.0
สนามบินสุวรรณภูมิ,สถานีขนส่งหมอชิต,2016-10-24,06:00-09:00,ลอยกระทง,48.0
ตลาดนัดจตุจักร,เซ็นทรัลเวิลด์,2008-10-01,06:00-09:00,วันหยุดนักขัตฤกษ์,30.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2013-10-19,17:00-20:00,เปิดเทอม,44.0
สถานีขนส่งเอกมัย,เซ็นทรัลเวิลด์,2005-10-06,17:00-20:00,ปิดเทอม,70.0
สถานีขนส่งเอกมัย,สยามพารากอน,2014-04-12,11:00-13:00,เปิดเทอม,70.0
สถานีขนส่งเอกมัย,ตลาดนัดจตุจักร,2015-02-08,11:00-13:00,วันหยุดนักขัตฤกษ์,23.0
สนามบินดอนเมือง,ศูนย์ราชการแจ้งวัฒนะ,2015-03-19,11:00-13:00,วันหยุดนักขัตฤกษ์,43.0
สถานีขนส่งเอกมัย,สนามบินดอนเมือง,2020-07-06,11:00-13:00,สงกรานต์,43.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งเอกมัย,2000-06-14,06:00-09:00,ลอยกระทง,28.0
สถานีขนส่งเอกมัย,ตลาดนัดจตุจักร,2023-12-08,11:00-13:00,สงกรานต์,84.0
สถานีหัวลำโพง,สนามบินดอนเมือง,2018-01-17,11:00-13:00,ปีใหม่,47.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2021-12-19,06:00-09:00,วันธรรมดา,24.0
เซ็นทรัลเวิลด์,สยามพารากอน,2006-09-12,06:00-09:00,ปิดเทอม,25.0
อนุสาวรีย์ชัยสมรภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2006-03-24,06:00-09:00,วันหยุดนักขัตฤกษ์,48.0
สถานีขนส่งเอกมัย,สยามพารากอน,2021-01-24,11:00-13:00,วันธรรมดา,12.0
สนามบินสุวรรณภูมิ,สถานีหัวลำโพง,2022-12-27,11:00-13:00,ปีใหม่,108.0
อนุสาวรีย์ชัยสมรภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2006-11-24,11:00-13:00,เปิดเทอม,37.0
สถานีขนส่งเอกมัย,ตลาดนัดจตุจักร,2009-03-11,11:00-13:00,สงกรานต์,73.0
สถานีขนส่งเอกมัย,เซ็นทรัลเวิลด์,2004-11-11,17:00-20:00,สงกรานต์,126.0
สยามพารากอน,ศูนย์ราชการแจ้งวัฒนะ,2007-01-03,06:00-09:00,สงกรานต์,100.0
สถานีขนส่งหมอชิต,สถานีขนส่งเอกมัย,2016-12-10,11:00-13:00,ปีใหม่,88.0
สนามบินดอนเมือง,สยามพารากอน,2007-08-05,06:00-09:00,ปีใหม่,54.0
เซ็นทรัลเวิลด์,ตลาดนัดจตุจักร,2010-05-01,17:00-20:00,วันหยุดนักขัตฤกษ์,26.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2006-07-15,11:00-13:00,ปีใหม่,40.0
ตลาดนัดจตุจักร,เซ็นทรัลเวิลด์,2010-02-24,06:00-09:00,ปิดเทอม,51.0
ตลาดนัดจตุจักร,สถานีขนส่งหมอชิต,2011-02-05,06:00-09:00,วันธรรมดา,59.0
ศูนย์ราชการแจ้งวัฒนะ,เซ็นทรัลเวิลด์,2011-01-16,17:00-20:00,วันธรรมดา,64.0
